Medicine,Category,Year-Month,Season,Units Sold,Stock Available,Expiry Date
Codeine (Prescription Only),Cough,2024-11,Monsoon,1703,1806,2026-12-31
Levodropropizine,Cough,2024-06,Summer,1696,808,2026-12-31
Terbutaline,Cough,2024-11,Monsoon,1610,1365,2026-12-31
Pseudoephedrine,Cold,2024-10,Monsoon,1574,1024,2026-12-31
Dextromethorphan,Cough,2024-09,Monsoon,1588,1445,2026-12-31
Guaifenesin,Cough,2024-09,Monsoon,1322,716,2026-12-31
Levocetirizine,Cold,2024-06,Summer,1523,1150,2026-12-31
Celecoxib,Fever,2024-06,Summer,1660,1489,2026-12-31
Paracetamol,Cold,2024-08,Summer,1419,1346,2026-12-31
Nimesulide,Fever,2024-03,Spring,1695,659,2026-12-31
Carbocisteine,Cough,2024-10,Monsoon,1626,698,2026-12-31
Cetirizine,Cold,2024-09,Monsoon,1520,1246,2026-12-31
Chlorpheniramine Maleate,Cold,2024-11,Monsoon,1950,1264,2026-12-31
Diphenhydramine,Cold,2024-07,Summer,1719,913,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-08,Summer,1566,1632,2026-12-31
Phenylephrine,Cold,2024-09,Monsoon,1554,1704,2026-12-31
Cetirizine,Cold,2024-08,Summer,1716,1246,2026-12-31
Levocetirizine,Cold,2024-12,Winter,1707,1150,2026-12-31
Montelukast,Cold,2024-08,Summer,1992,1352,2026-12-31
Carbocisteine,Cough,2024-08,Summer,1919,698,2026-12-31
Diphenhydramine,Cold,2024-01,Winter,1724,913,2026-12-31
Acetaminophen,Fever,2024-04,Spring,2049,1460,2026-12-31
Terbutaline,Cough,2024-02,Winter,1392,1365,2026-12-31
Ambroxol,Cough,2024-03,Spring,1518,1527,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-10,Monsoon,1790,1632,2026-12-31
Ketorolac,Fever,2024-09,Monsoon,1361,1024,2026-12-31
Phenylephrine,Cold,2024-12,Winter,1537,1704,2026-12-31
Diphenhydramine,Cold,2024-12,Winter,1913,913,2026-12-31
Levocetirizine,Cold,2024-09,Monsoon,1699,1150,2026-12-31
Nimesulide,Fever,2024-05,Spring,1780,659,2026-12-31
Chlorpheniramine Maleate,Cold,2024-02,Winter,1594,1264,2026-12-31
Carbocisteine,Cough,2024-10,Monsoon,1766,698,2026-12-31
Bromhexine,Cough,2024-02,Winter,1731,872,2026-12-31
Cetirizine,Cold,2024-06,Summer,1764,1246,2026-12-31
Carbocisteine,Cough,2024-02,Winter,1709,698,2026-12-31
Paracetamol,Cold,2024-08,Summer,1503,1346,2026-12-31
Ibuprofen,Fever,2024-11,Monsoon,1736,1477,2026-12-31
Aspirin,Fever,2024-10,Monsoon,1560,623,2026-12-31
Diclofenac,Fever,2024-06,Summer,1564,1660,2026-12-31
Pseudoephedrine,Cold,2024-07,Summer,1518,1024,2026-12-31
Ibuprofen,Fever,2024-03,Spring,1729,1477,2026-12-31
Phenylephrine,Cold,2024-02,Winter,1713,1704,2026-12-31
Acetaminophen,Fever,2024-03,Spring,1653,1460,2026-12-31
Bromhexine,Cough,2024-11,Monsoon,1433,872,2026-12-31
Bromhexine,Cough,2024-03,Spring,1862,872,2026-12-31
Montelukast,Cold,2024-02,Winter,1419,1352,2026-12-31
Montelukast,Cold,2024-07,Summer,1822,1352,2026-12-31
Diphenhydramine,Cold,2024-11,Monsoon,1766,913,2026-12-31
Montelukast,Cold,2024-03,Spring,1579,1352,2026-12-31
Cetirizine,Cold,2024-04,Spring,1508,1246,2026-12-31
Pseudoephedrine,Cold,2024-05,Spring,1631,1024,2026-12-31
Aspirin,Fever,2024-09,Monsoon,1642,623,2026-12-31
Terbutaline,Cough,2024-10,Monsoon,1785,1365,2026-12-31
Terbutaline,Cough,2024-07,Summer,1693,1365,2026-12-31
Mefenamic Acid,Fever,2024-03,Spring,1740,1021,2026-12-31
Levodropropizine,Cough,2024-10,Monsoon,1878,808,2026-12-31
Codeine (Prescription Only),Cough,2024-04,Spring,1475,1806,2026-12-31
Acebrophylline,Cough,2024-09,Monsoon,1880,1143,2026-12-31
Ibuprofen,Fever,2024-03,Spring,1912,1477,2026-12-31
Chlorpheniramine Maleate,Cold,2024-03,Spring,1735,1264,2026-12-31
Montelukast,Cold,2024-09,Monsoon,1524,1352,2026-12-31
Bromhexine,Cough,2024-06,Summer,1767,872,2026-12-31
Codeine (Prescription Only),Cough,2024-08,Summer,1690,1806,2026-12-31
Ambroxol,Cough,2024-12,Winter,1862,1527,2026-12-31
Fexofenadine,Cold,2024-02,Winter,1455,1020,2026-12-31
Ibuprofen,Fever,2024-10,Monsoon,1821,1477,2026-12-31
Bromhexine,Cough,2024-04,Spring,1465,872,2026-12-31
Diclofenac,Fever,2024-09,Monsoon,1628,1660,2026-12-31
Terbutaline,Cough,2024-05,Spring,1633,1365,2026-12-31
Phenylephrine,Cold,2024-05,Spring,1762,1704,2026-12-31
Nimesulide,Fever,2024-03,Spring,1534,659,2026-12-31
Diclofenac,Fever,2024-02,Winter,1405,1660,2026-12-31
Montelukast,Cold,2024-11,Monsoon,1663,1352,2026-12-31
Levodropropizine,Cough,2024-06,Summer,1592,808,2026-12-31
Cetirizine,Cold,2024-03,Spring,1793,1246,2026-12-31
Ambroxol,Cough,2024-01,Winter,1824,1527,2026-12-31
Cetirizine,Cold,2024-10,Monsoon,1540,1246,2026-12-31
Paracetamol,Cold,2024-10,Monsoon,1713,1346,2026-12-31
Dextromethorphan,Cough,2024-09,Monsoon,1891,1445,2026-12-31
Naproxen,Fever,2024-10,Monsoon,1507,1446,2026-12-31
Diclofenac,Fever,2024-11,Monsoon,1751,1660,2026-12-31
Ambroxol,Cough,2024-10,Monsoon,1650,1527,2026-12-31
Cetirizine,Cold,2024-12,Winter,1913,1246,2026-12-31
Terbutaline,Cough,2024-03,Spring,1771,1365,2026-12-31
Diphenhydramine,Cold,2024-08,Summer,1646,913,2026-12-31
Ambroxol,Cough,2024-05,Spring,1858,1527,2026-12-31
Guaifenesin,Cough,2024-08,Summer,1844,716,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-12,Winter,1710,1632,2026-12-31
Ambroxol,Cough,2024-02,Winter,1764,1527,2026-12-31
Ketorolac,Fever,2024-02,Winter,1540,1024,2026-12-31
Phenylephrine,Cold,2024-08,Summer,1931,1704,2026-12-31
Guaifenesin,Cough,2024-08,Summer,1609,716,2026-12-31
Diclofenac,Fever,2024-03,Spring,1845,1660,2026-12-31
Naproxen,Fever,2024-12,Winter,1523,1446,2026-12-31
Pseudoephedrine,Cold,2024-09,Monsoon,1786,1024,2026-12-31
Paracetamol,Cold,2024-12,Winter,1382,1346,2026-12-31
Paracetamol,Fever,2024-11,Monsoon,1522,946,2026-12-31
Levodropropizine,Cough,2024-02,Winter,1662,808,2026-12-31
Levocetirizine,Cold,2024-01,Winter,1632,1150,2026-12-31
Ketorolac,Fever,2024-04,Spring,1879,1024,2026-12-31
Dextromethorphan,Cough,2024-01,Winter,1719,1445,2026-12-31
Levodropropizine,Cough,2024-12,Winter,1587,808,2026-12-31
Dextromethorphan,Cough,2024-05,Spring,1490,1445,2026-12-31
Guaifenesin,Cough,2024-05,Spring,1902,716,2026-12-31
Paracetamol,Fever,2024-04,Spring,1514,946,2026-12-31
Ambroxol,Cough,2024-11,Monsoon,1787,1527,2026-12-31
Mefenamic Acid,Fever,2024-02,Winter,1404,1021,2026-12-31
Naproxen,Fever,2024-05,Spring,1634,1446,2026-12-31
Nimesulide,Fever,2024-09,Monsoon,1829,659,2026-12-31
Phenylephrine,Cold,2024-07,Summer,1255,1704,2026-12-31
Naproxen,Fever,2024-07,Summer,1755,1446,2026-12-31
Levodropropizine,Cough,2024-04,Spring,1500,808,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-04,Spring,1678,1632,2026-12-31
Montelukast,Cold,2024-06,Summer,1492,1352,2026-12-31
Naproxen,Fever,2024-03,Spring,2071,1446,2026-12-31
Guaifenesin,Cough,2024-04,Spring,1775,716,2026-12-31
Paracetamol,Cold,2024-09,Monsoon,1753,1346,2026-12-31
Codeine (Prescription Only),Cough,2024-03,Spring,1592,1806,2026-12-31
Naproxen,Fever,2024-01,Winter,1567,1446,2026-12-31
Diphenhydramine,Cold,2024-07,Summer,1639,913,2026-12-31
Carbocisteine,Cough,2024-01,Winter,1600,698,2026-12-31
Mefenamic Acid,Fever,2024-07,Summer,1675,1021,2026-12-31
Pseudoephedrine,Cold,2024-11,Monsoon,1964,1024,2026-12-31
Phenylephrine,Cold,2024-07,Summer,1300,1704,2026-12-31
Paracetamol,Cold,2024-11,Monsoon,1565,1346,2026-12-31
Guaifenesin,Cough,2024-11,Monsoon,1588,716,2026-12-31
Naproxen,Fever,2024-02,Winter,1803,1446,2026-12-31
Dextromethorphan,Cough,2024-11,Monsoon,1670,1445,2026-12-31
Phenylephrine,Cold,2024-03,Spring,1645,1704,2026-12-31
Acebrophylline,Cough,2024-09,Monsoon,1637,1143,2026-12-31
Pseudoephedrine,Cold,2024-01,Winter,1704,1024,2026-12-31
Nimesulide,Fever,2024-10,Monsoon,1953,659,2026-12-31
Cetirizine,Cold,2024-02,Winter,1578,1246,2026-12-31
Phenylephrine,Cold,2024-05,Spring,1853,1704,2026-12-31
Ambroxol,Cough,2024-09,Monsoon,1790,1527,2026-12-31
Codeine (Prescription Only),Cough,2024-05,Spring,1642,1806,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-11,Monsoon,1750,922,2026-12-31
Aspirin,Fever,2024-04,Spring,1881,623,2026-12-31
Levocetirizine,Cold,2024-10,Monsoon,1875,1150,2026-12-31
Mefenamic Acid,Fever,2024-10,Monsoon,1983,1021,2026-12-31
Chlorpheniramine Maleate,Cold,2024-02,Winter,1703,1264,2026-12-31
Celecoxib,Fever,2024-03,Spring,1622,1489,2026-12-31
Cetirizine,Cold,2024-06,Summer,1804,1246,2026-12-31
Guaifenesin,Cough,2024-04,Spring,1600,716,2026-12-31
Naproxen,Fever,2024-12,Winter,1709,1446,2026-12-31
Levocetirizine,Cold,2024-02,Winter,1541,1150,2026-12-31
Dextromethorphan,Cough,2024-07,Summer,1868,1445,2026-12-31
Nimesulide,Fever,2024-01,Winter,1740,659,2026-12-31
Bromhexine,Cough,2024-01,Winter,1352,872,2026-12-31
Fexofenadine,Cold,2024-03,Spring,2257,1020,2026-12-31
Ketorolac,Fever,2024-02,Winter,1628,1024,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-02,Winter,1473,1632,2026-12-31
Celecoxib,Fever,2024-01,Winter,1965,1489,2026-12-31
Diclofenac,Fever,2024-06,Summer,1459,1660,2026-12-31
Ibuprofen,Fever,2024-04,Spring,1841,1477,2026-12-31
Diphenhydramine,Cold,2024-01,Winter,1687,913,2026-12-31
Carbocisteine,Cough,2024-02,Winter,1698,698,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-05,Spring,2036,922,2026-12-31
Pseudoephedrine,Cold,2024-08,Summer,1924,1024,2026-12-31
Acetaminophen,Fever,2024-02,Winter,1773,1460,2026-12-31
Terbutaline,Cough,2024-04,Spring,1825,1365,2026-12-31
Celecoxib,Fever,2024-07,Summer,1627,1489,2026-12-31
Aspirin,Fever,2024-08,Summer,1554,623,2026-12-31
Phenylephrine,Cold,2024-10,Monsoon,1876,1704,2026-12-31
Diphenhydramine,Cold,2024-07,Summer,1443,913,2026-12-31
Naproxen,Fever,2024-04,Spring,1643,1446,2026-12-31
Paracetamol,Cold,2024-10,Monsoon,1895,1346,2026-12-31
Chlorpheniramine Maleate,Cold,2024-10,Monsoon,1418,1264,2026-12-31
Aspirin,Fever,2024-08,Summer,1624,623,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-09,Monsoon,1778,922,2026-12-31
Levodropropizine,Cough,2024-03,Spring,1491,808,2026-12-31
Levodropropizine,Cough,2024-12,Winter,1656,808,2026-12-31
Mefenamic Acid,Fever,2024-05,Spring,1992,1021,2026-12-31
Aspirin,Fever,2024-08,Summer,1491,623,2026-12-31
Terbutaline,Cough,2024-12,Winter,1659,1365,2026-12-31
Dextromethorphan,Cough,2024-02,Winter,1437,1445,2026-12-31
Aspirin,Fever,2024-04,Spring,1753,623,2026-12-31
Paracetamol,Cold,2024-05,Spring,1663,1346,2026-12-31
Mefenamic Acid,Fever,2024-06,Summer,1496,1021,2026-12-31
Phenylephrine,Cold,2024-02,Winter,1566,1704,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-03,Spring,2004,922,2026-12-31
Nimesulide,Fever,2024-07,Summer,1566,659,2026-12-31
Codeine (Prescription Only),Cough,2024-12,Winter,1658,1806,2026-12-31
Diphenhydramine,Cold,2024-03,Spring,1702,913,2026-12-31
Naproxen,Fever,2024-03,Spring,2046,1446,2026-12-31
Chlorpheniramine Maleate,Cold,2024-01,Winter,1556,1264,2026-12-31
Paracetamol,Fever,2024-08,Summer,1552,946,2026-12-31
Levodropropizine,Cough,2024-07,Summer,1881,808,2026-12-31
Paracetamol,Cold,2024-04,Spring,1513,1346,2026-12-31
Phenylephrine,Cold,2024-06,Summer,1616,1704,2026-12-31
Terbutaline,Cough,2024-11,Monsoon,1519,1365,2026-12-31
Paracetamol,Fever,2024-12,Winter,1741,946,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-04,Spring,1667,922,2026-12-31
Montelukast,Cold,2024-07,Summer,1729,1352,2026-12-31
Phenylephrine,Cold,2024-01,Winter,1577,1704,2026-12-31
Diphenhydramine,Cold,2024-02,Winter,1537,913,2026-12-31
Celecoxib,Fever,2024-09,Monsoon,1496,1489,2026-12-31
Bromhexine,Cough,2024-08,Summer,1460,872,2026-12-31
Dextromethorphan,Cough,2024-09,Monsoon,1681,1445,2026-12-31
Dextromethorphan,Cough,2024-04,Spring,1785,1445,2026-12-31
Chlorpheniramine Maleate,Cold,2024-07,Summer,1823,1264,2026-12-31
Nimesulide,Fever,2024-12,Winter,1795,659,2026-12-31
Acebrophylline,Cough,2024-05,Spring,1753,1143,2026-12-31
Aspirin,Fever,2024-08,Summer,1620,623,2026-12-31
Bromhexine,Cough,2024-07,Summer,1867,872,2026-12-31
Dextromethorphan,Cough,2024-10,Monsoon,1781,1445,2026-12-31
Codeine (Prescription Only),Cough,2024-06,Summer,1641,1806,2026-12-31
Codeine (Prescription Only),Cough,2024-02,Winter,1926,1806,2026-12-31
Acebrophylline,Cough,2024-05,Spring,1682,1143,2026-12-31
Levodropropizine,Cough,2024-06,Summer,1836,808,2026-12-31
Ibuprofen,Fever,2024-01,Winter,1676,1477,2026-12-31
Nimesulide,Fever,2024-11,Monsoon,1636,659,2026-12-31
Montelukast,Cold,2024-09,Monsoon,1281,1352,2026-12-31
Montelukast,Cold,2024-04,Spring,1626,1352,2026-12-31
Fexofenadine,Cold,2024-04,Spring,1664,1020,2026-12-31
Ambroxol,Cough,2024-07,Summer,1663,1527,2026-12-31
Paracetamol,Fever,2024-01,Winter,1460,946,2026-12-31
Ambroxol,Cough,2024-06,Summer,1485,1527,2026-12-31
Fexofenadine,Cold,2024-07,Summer,1662,1020,2026-12-31
Ketorolac,Fever,2024-02,Winter,1756,1024,2026-12-31
Naproxen,Fever,2024-06,Summer,1667,1446,2026-12-31
Celecoxib,Fever,2024-04,Spring,1542,1489,2026-12-31
Montelukast,Cold,2024-07,Summer,1985,1352,2026-12-31
Celecoxib,Fever,2024-11,Monsoon,1847,1489,2026-12-31
Ambroxol,Cough,2024-12,Winter,1835,1527,2026-12-31
Acebrophylline,Cough,2024-09,Monsoon,1816,1143,2026-12-31
Guaifenesin,Cough,2024-02,Winter,1384,716,2026-12-31
Acebrophylline,Cough,2024-02,Winter,1463,1143,2026-12-31
Diphenhydramine,Cold,2024-06,Summer,1537,913,2026-12-31
Guaifenesin,Cough,2024-08,Summer,1831,716,2026-12-31
Celecoxib,Fever,2024-04,Spring,1733,1489,2026-12-31
Levocetirizine,Cold,2024-09,Monsoon,1828,1150,2026-12-31
Guaifenesin,Cough,2024-01,Winter,1985,716,2026-12-31
Mefenamic Acid,Fever,2024-07,Summer,1675,1021,2026-12-31
Ketorolac,Fever,2024-01,Winter,1374,1024,2026-12-31
Mefenamic Acid,Fever,2024-02,Winter,1531,1021,2026-12-31
Diphenhydramine,Cold,2024-01,Winter,1661,913,2026-12-31
Dextromethorphan,Cough,2024-10,Monsoon,1858,1445,2026-12-31
Diclofenac,Fever,2024-02,Winter,1386,1660,2026-12-31
Diphenhydramine,Cold,2024-06,Summer,1716,913,2026-12-31
Paracetamol,Cold,2024-05,Spring,1527,1346,2026-12-31
Celecoxib,Fever,2024-02,Winter,1692,1489,2026-12-31
Nimesulide,Fever,2024-06,Summer,1811,659,2026-12-31
Cetirizine,Cold,2024-12,Winter,2046,1246,2026-12-31
Ibuprofen,Fever,2024-04,Spring,1824,1477,2026-12-31
Levodropropizine,Cough,2024-01,Winter,1762,808,2026-12-31
Mefenamic Acid,Fever,2024-06,Summer,1709,1021,2026-12-31
Paracetamol,Fever,2024-08,Summer,1622,946,2026-12-31
Ibuprofen,Fever,2024-12,Winter,1726,1477,2026-12-31
Ambroxol,Cough,2024-03,Spring,1616,1527,2026-12-31
Acetaminophen,Fever,2024-10,Monsoon,2018,1460,2026-12-31
Phenylephrine,Cold,2024-10,Monsoon,1753,1704,2026-12-31
Acetaminophen,Fever,2024-02,Winter,1571,1460,2026-12-31
Fexofenadine,Cold,2024-01,Winter,1352,1020,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-01,Winter,1402,1632,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-10,Monsoon,1856,922,2026-12-31
Aspirin,Fever,2024-12,Winter,1376,623,2026-12-31
Guaifenesin,Cough,2024-02,Winter,1329,716,2026-12-31
Dextromethorphan,Cough,2024-10,Monsoon,1671,1445,2026-12-31
Chlorpheniramine Maleate,Cold,2024-09,Monsoon,1243,1264,2026-12-31
Nimesulide,Fever,2024-10,Monsoon,1728,659,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-09,Monsoon,1773,1632,2026-12-31
Pseudoephedrine,Cold,2024-02,Winter,1779,1024,2026-12-31
Cetirizine,Cold,2024-09,Monsoon,1349,1246,2026-12-31
Celecoxib,Fever,2024-11,Monsoon,1896,1489,2026-12-31
Fexofenadine,Cold,2024-10,Monsoon,1914,1020,2026-12-31
Fexofenadine,Cold,2024-02,Winter,1583,1020,2026-12-31
Codeine (Prescription Only),Cough,2024-11,Monsoon,1538,1806,2026-12-31
Celecoxib,Fever,2024-01,Winter,1896,1489,2026-12-31
Mefenamic Acid,Fever,2024-09,Monsoon,1705,1021,2026-12-31
Chlorpheniramine Maleate,Cold,2024-10,Monsoon,1456,1264,2026-12-31
Phenylephrine,Cold,2024-12,Winter,1424,1704,2026-12-31
Aspirin,Fever,2024-07,Summer,1714,623,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-04,Spring,1809,1632,2026-12-31
Celecoxib,Fever,2024-02,Winter,1762,1489,2026-12-31
Cetirizine,Cold,2024-02,Winter,1790,1246,2026-12-31
Terbutaline,Cough,2024-01,Winter,1783,1365,2026-12-31
Paracetamol,Cold,2024-03,Spring,1741,1346,2026-12-31
Bromhexine,Cough,2024-11,Monsoon,1619,872,2026-12-31
Chlorpheniramine Maleate,Cold,2024-09,Monsoon,1274,1264,2026-12-31
Ketorolac,Fever,2024-05,Spring,1680,1024,2026-12-31
Codeine (Prescription Only),Cough,2024-01,Winter,1778,1806,2026-12-31
Cetirizine,Cold,2024-08,Summer,1681,1246,2026-12-31
Bromhexine,Cough,2024-05,Spring,1709,872,2026-12-31
Aspirin,Fever,2024-07,Summer,1576,623,2026-12-31
Acetaminophen,Fever,2024-12,Winter,1794,1460,2026-12-31
Celecoxib,Fever,2024-05,Spring,1921,1489,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-06,Summer,1609,1632,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-12,Winter,1538,922,2026-12-31
Pseudoephedrine,Cold,2024-06,Summer,1510,1024,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-01,Winter,1559,1632,2026-12-31
Fexofenadine,Cold,2024-05,Spring,1624,1020,2026-12-31
Carbocisteine,Cough,2024-06,Summer,1668,698,2026-12-31
Ambroxol,Cough,2024-03,Spring,1733,1527,2026-12-31
Paracetamol,Fever,2024-09,Monsoon,1694,946,2026-12-31
Acetaminophen,Fever,2024-03,Spring,1606,1460,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-11,Monsoon,1723,1632,2026-12-31
Acetaminophen,Fever,2024-03,Spring,1798,1460,2026-12-31
Guaifenesin,Cough,2024-12,Winter,1448,716,2026-12-31
Guaifenesin,Cough,2024-08,Summer,1891,716,2026-12-31
Chlorpheniramine Maleate,Cold,2024-08,Summer,1554,1264,2026-12-31
Ibuprofen,Fever,2024-06,Summer,1725,1477,2026-12-31
Naproxen,Fever,2024-04,Spring,1710,1446,2026-12-31
Diphenhydramine,Cold,2024-08,Summer,1583,913,2026-12-31
Diphenhydramine,Cold,2024-11,Monsoon,1947,913,2026-12-31
Mefenamic Acid,Fever,2024-11,Monsoon,1671,1021,2026-12-31
Paracetamol,Fever,2024-10,Monsoon,1765,946,2026-12-31
Pseudoephedrine,Cold,2024-06,Summer,1483,1024,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-11,Monsoon,1913,922,2026-12-31
Nimesulide,Fever,2024-08,Summer,1757,659,2026-12-31
Cetirizine,Cold,2024-07,Summer,1609,1246,2026-12-31
Chlorpheniramine Maleate,Cold,2024-05,Spring,1565,1264,2026-12-31
Paracetamol,Cold,2024-03,Spring,1765,1346,2026-12-31
Codeine (Prescription Only),Cough,2024-08,Summer,1524,1806,2026-12-31
Chlorpheniramine Maleate,Cold,2024-11,Monsoon,1693,1264,2026-12-31
Diphenhydramine,Cold,2024-12,Winter,1921,913,2026-12-31
Cetirizine,Cold,2024-04,Spring,1564,1246,2026-12-31
Codeine (Prescription Only),Cough,2024-03,Spring,1550,1806,2026-12-31
Fexofenadine,Cold,2024-10,Monsoon,1663,1020,2026-12-31
Ambroxol,Cough,2024-10,Monsoon,1630,1527,2026-12-31
Aspirin,Fever,2024-09,Monsoon,1716,623,2026-12-31
Diphenhydramine,Cold,2024-09,Monsoon,1149,913,2026-12-31
Dextromethorphan,Cough,2024-03,Spring,1601,1445,2026-12-31
Phenylephrine,Cold,2024-01,Winter,1521,1704,2026-12-31
Terbutaline,Cough,2024-06,Summer,1420,1365,2026-12-31
Terbutaline,Cough,2024-07,Summer,1456,1365,2026-12-31
Chlorpheniramine Maleate,Cold,2024-05,Spring,1531,1264,2026-12-31
Terbutaline,Cough,2024-11,Monsoon,1460,1365,2026-12-31
Naproxen,Fever,2024-08,Summer,1763,1446,2026-12-31
Acetaminophen,Fever,2024-08,Summer,1599,1460,2026-12-31
Pseudoephedrine,Cold,2024-04,Spring,1233,1024,2026-12-31
Cetirizine,Cold,2024-10,Monsoon,1392,1246,2026-12-31
Fexofenadine,Cold,2024-07,Summer,1788,1020,2026-12-31
Ambroxol,Cough,2024-01,Winter,1677,1527,2026-12-31
Acetaminophen,Fever,2024-11,Monsoon,1315,1460,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-12,Winter,1682,922,2026-12-31
Paracetamol,Fever,2024-10,Monsoon,1762,946,2026-12-31
Nimesulide,Fever,2024-03,Spring,1731,659,2026-12-31
Mefenamic Acid,Fever,2024-05,Spring,1702,1021,2026-12-31
Aspirin,Fever,2024-03,Spring,1639,623,2026-12-31
Phenylephrine,Cold,2024-02,Winter,1890,1704,2026-12-31
Cetirizine,Cold,2024-03,Spring,1760,1246,2026-12-31
Phenylephrine,Cold,2024-08,Summer,1763,1704,2026-12-31
Naproxen,Fever,2024-12,Winter,1607,1446,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-01,Winter,1771,922,2026-12-31
Acebrophylline,Cough,2024-10,Monsoon,1466,1143,2026-12-31
Ambroxol,Cough,2024-08,Summer,1678,1527,2026-12-31
Terbutaline,Cough,2024-08,Summer,1958,1365,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-01,Winter,1625,922,2026-12-31
Paracetamol,Cold,2024-03,Spring,1785,1346,2026-12-31
Nimesulide,Fever,2024-04,Spring,1786,659,2026-12-31
Carbocisteine,Cough,2024-02,Winter,1618,698,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-02,Winter,1745,1632,2026-12-31
Levocetirizine,Cold,2024-03,Spring,1844,1150,2026-12-31
Acebrophylline,Cough,2024-03,Spring,1432,1143,2026-12-31
Bromhexine,Cough,2024-10,Monsoon,1616,872,2026-12-31
Montelukast,Cold,2024-11,Monsoon,1618,1352,2026-12-31
Aspirin,Fever,2024-06,Summer,1544,623,2026-12-31
Mefenamic Acid,Fever,2024-12,Winter,1937,1021,2026-12-31
Dextromethorphan,Cough,2024-02,Winter,1626,1445,2026-12-31
Terbutaline,Cough,2024-07,Summer,1689,1365,2026-12-31
Celecoxib,Fever,2024-09,Monsoon,1686,1489,2026-12-31
Cetirizine,Cold,2024-01,Winter,1601,1246,2026-12-31
Acetaminophen,Fever,2024-02,Winter,1860,1460,2026-12-31
Bromhexine,Cough,2024-09,Monsoon,1707,872,2026-12-31
Cetirizine,Cold,2024-11,Monsoon,1808,1246,2026-12-31
Ibuprofen,Fever,2024-11,Monsoon,1883,1477,2026-12-31
Celecoxib,Fever,2024-05,Spring,1828,1489,2026-12-31
Mefenamic Acid,Fever,2024-11,Monsoon,1771,1021,2026-12-31
Paracetamol,Fever,2024-09,Monsoon,1628,946,2026-12-31
Phenylephrine,Cold,2024-08,Summer,1997,1704,2026-12-31
Levodropropizine,Cough,2024-01,Winter,1767,808,2026-12-31
Mefenamic Acid,Fever,2024-03,Spring,1621,1021,2026-12-31
Bromhexine,Cough,2024-12,Winter,1717,872,2026-12-31
Ambroxol,Cough,2024-05,Spring,1811,1527,2026-12-31
Pseudoephedrine,Cold,2024-11,Monsoon,1907,1024,2026-12-31
Paracetamol,Fever,2024-11,Monsoon,1444,946,2026-12-31
Acebrophylline,Cough,2024-01,Winter,1811,1143,2026-12-31
Acebrophylline,Cough,2024-03,Spring,1687,1143,2026-12-31
Paracetamol,Fever,2024-01,Winter,1508,946,2026-12-31
Terbutaline,Cough,2024-11,Monsoon,1586,1365,2026-12-31
Chlorpheniramine Maleate,Cold,2024-06,Summer,2024,1264,2026-12-31
Paracetamol,Cold,2024-01,Winter,1633,1346,2026-12-31
Dextromethorphan,Cough,2024-05,Spring,1485,1445,2026-12-31
Paracetamol,Fever,2024-12,Winter,1727,946,2026-12-31
Paracetamol,Fever,2024-12,Winter,1770,946,2026-12-31
Acetaminophen,Fever,2024-01,Winter,1596,1460,2026-12-31
Paracetamol,Cold,2024-01,Winter,1651,1346,2026-12-31
Paracetamol,Fever,2024-11,Monsoon,1393,946,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-09,Monsoon,1901,1632,2026-12-31
Fexofenadine,Cold,2024-06,Summer,1796,1020,2026-12-31
Acetaminophen,Fever,2024-05,Spring,1388,1460,2026-12-31
Dextromethorphan,Cough,2024-07,Summer,1799,1445,2026-12-31
Naproxen,Fever,2024-03,Spring,2013,1446,2026-12-31
Paracetamol,Cold,2024-01,Winter,1613,1346,2026-12-31
Nimesulide,Fever,2024-03,Spring,1624,659,2026-12-31
Dextromethorphan,Cough,2024-08,Summer,1531,1445,2026-12-31
Acetaminophen,Fever,2024-05,Spring,1302,1460,2026-12-31
Carbocisteine,Cough,2024-03,Spring,1905,698,2026-12-31
Naproxen,Fever,2024-05,Spring,1596,1446,2026-12-31
